a-link-normal href,s-image src,a-color-secondary,a-color-base,a-link-normal href 2,a-link-normal,a-link-normal href 3,a-size-medium,a-size-base,a-size-base 2,a-size-base 3,a-size-base 4,a-popover-trigger href,a-icon-alt,a-link-normal href 4,a-size-base 5,a-size-base 6,a-size-base href,a-size-base href 2,a-offscreen,a-price-symbol,a-price-whole,a-size-base 7,a-offscreen 2,a-price,a-row,a-color-base 2,a-color-base 3,a-color-base 4,a-size-base 8,a-size-base 9,a-size-base href 3,a-price-decimal,a-price-fraction,a-size-base 10,a-size-base 11,a-size-base href 4,a-offscreen 3,a-price-symbol 2,a-price-whole 2,a-row 2,a-color-base 5,a-size-base href 5
https://www.amazon.in/Scanner-Financial-Management-Business-Analytics/dp/9355863217/ref=sr_1_287?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256845&sprefix=data+analytics%2Caps%2C286&sr=8-287,https://m.media-amazon.com/images/I/81HCHkOLYrL._AC_UY218_.jpg,,Get it by,https://www.amazon.in/Scanner-Financial-Management-Business-Analytics/dp/9355863217/ref=sr_1_287?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256845&sprefix=data+analytics%2Caps%2C286&sr=8-287,,,Scanner for Financial Management and Business Data Analytics (Paper 11 | CMA Inter Group 2) - Including questions and solutions of December 2022 | 2022 Syllabus | June 2023 Exam | Green Edition,by,Prof. Arun Kumar,",",CS (Dr.) Himanshu Srivastava,,,,", et al.",|,https://www.amazon.in/Scanner-Financial-Management-Business-Analytics/dp/9355863217/ref=sr_1_287?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256845&sprefix=data+analytics%2Caps%2C286&sr=8-287,https://www.amazon.in/Scanner-Financial-Management-Business-Analytics/dp/9355863217/ref=sr_1_287?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256845&sprefix=data+analytics%2Caps%2C286&sr=8-287,₹185,₹,185,1-Jan-23,,,,"Monday, 26 June",,,Paperback,,,,,,,,,,,,,
https://www.amazon.in/Data-Quality-Empowering-Businesses-Analytics/dp/1394165234/ref=sr_1_288?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256845&sprefix=data+analytics%2Caps%2C286&sr=8-288,https://m.media-amazon.com/images/I/71B6wYj4+gL._AC_UY218_.jpg,Free with Audible trial,Get it by,https://www.amazon.in/Data-Quality-Empowering-Businesses-Analytics/dp/1394165234/ref=sr_1_288?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256845&sprefix=data+analytics%2Caps%2C286&sr=8-288,,https://www.amazon.in/Data-Quality-Empowering-Businesses-Analytics/dp/1394165234/ref=sr_1_288?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256845&sprefix=data+analytics%2Caps%2C286&sr=8-288#customerReviews,Data Quality: Empowering Businesses with Analytics and AI,by,Prashanth Southekal,|,2-Feb-23,javascript:void(0),4.8 out of 5 stars,,5,Hardcover,https://www.amazon.in/Data-Quality-Empowering-Businesses-Analytics/dp/1394165234/ref=sr_1_288?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256845&sprefix=data+analytics%2Caps%2C286&sr=8-288,https://www.amazon.in/Data-Quality-Empowering-Businesses-Analytics/dp/1394165234/ref=sr_1_288?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256845&sprefix=data+analytics%2Caps%2C286&sr=8-288,"₹2,487",₹,"2,487",Only 1 left in stock.,"₹1,977",₹703,(43% off),"Friday, 23 June",Available instantly,Available instantly,Kindle Edition,Audible Audiobook,https://www.amazon.in/Data-Quality-Empowering-Businesses-Analytics-ebook/dp/B0BSSHMYT6/ref=sr_1_288?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256845&sprefix=data+analytics%2Caps%2C286&sr=8-288,,,,,https://www.amazon.in/Data-Quality-Empowering-Businesses-Analytics-ebook/dp/B0BSSHMYT6/ref=sr_1_288?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256845&sprefix=data+analytics%2Caps%2C286&sr=8-288,₹0,₹,"1,977",,,https://www.amazon.in/Data-Quality-Empowering-Businesses-Analytics/dp/B0BZFLH7FJ/ref=sr_1_288?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256845&sprefix=data+analytics%2Caps%2C286&sr=8-288
https://www.amazon.in/Inventive-Systems-Control-Proceedings-Networks-ebook/dp/B0BZYB5TYH/ref=sr_1_289?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256845&sprefix=data+analytics%2Caps%2C286&sr=8-289,https://m.media-amazon.com/images/I/61PrRaCsDgL._AC_UY218_.jpg,,Available instantly,https://www.amazon.in/Inventive-Systems-Control-Proceedings-Networks-ebook/dp/B0BZYB5TYH/ref=sr_1_289?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256845&sprefix=data+analytics%2Caps%2C286&sr=8-289,,,Inventive Systems and Control: Proceedings of ICISC 2023 (Lecture Notes in Networks and Systems Book 672),by,V. Suma,",",Pascal Lorenz,,,,", et al.",|,https://www.amazon.in/Inventive-Systems-Control-Proceedings-Networks-ebook/dp/B0BZYB5TYH/ref=sr_1_289?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256845&sprefix=data+analytics%2Caps%2C286&sr=8-289,https://www.amazon.in/Inventive-Systems-Control-Proceedings-Networks-ebook/dp/B0BZYB5TYH/ref=sr_1_289?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256845&sprefix=data+analytics%2Caps%2C286&sr=8-289,"₹17,220",₹,"17,220",14-Jun-23,,,,,,,Kindle Edition,Paperback,https://www.amazon.in/Inventive-Systems-Control-Proceedings-Networks/dp/9819916232/ref=sr_1_289?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256845&sprefix=data+analytics%2Caps%2C286&sr=8-289,,,,,,,,,,,
https://www.amazon.in/Mastering-Uncertainty-founders-entrepreneurs-unpredictable/dp/184794342X/ref=sr_1_290?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256845&sprefix=data+analytics%2Caps%2C286&sr=8-290,https://m.media-amazon.com/images/I/61VQkBHz6vL._AC_UY218_.jpg,Free with Audible trial,Get it by,https://www.amazon.in/Mastering-Uncertainty-founders-entrepreneurs-unpredictable/dp/184794342X/ref=sr_1_290?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256845&sprefix=data+analytics%2Caps%2C286&sr=8-290,(41 new offers),https://www.amazon.in/Mastering-Uncertainty-founders-entrepreneurs-unpredictable/dp/184794342X/ref=sr_1_290?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256845&sprefix=data+analytics%2Caps%2C286&sr=8-290#customerReviews,"Mastering Uncertainty: How great founders, entrepreneurs and business leaders thrive in an unpredictable world",by,Csaba Konkoly,and,Matt Watkinson,javascript:void(0),4.6 out of 5 stars,https://www.amazon.in/gp/offer-listing/184794342X/ref=sr_1_290_olp?keywords=data+analytics+books&crid=3K62HY0HMMON7&sprefix=data+analytics%2Caps%2C286&qid=1687256845&sr=8-290,|,30-Mar-23,https://www.amazon.in/Matt-Watkinson/e/B004SHB686?ref=sr_ntt_srch_lnk_290&qid=1687256845&sr=8-290,https://www.amazon.in/Mastering-Uncertainty-founders-entrepreneurs-unpredictable/dp/184794342X/ref=sr_1_290?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256845&sprefix=data+analytics%2Caps%2C286&sr=8-290,₹607,₹,607,6,₹799,₹799,(24% off),"Tomorrow, 21 June",FREE Delivery by Amazon,₹559,Paperback,M.R.P:,https://www.amazon.in/Mastering-Uncertainty-founders-entrepreneurs-unpredictable/dp/184794342X/ref=sr_1_290?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256845&sprefix=data+analytics%2Caps%2C286&sr=8-290,.,65,More Buying Choices,Kindle Edition,https://www.amazon.in/Mastering-Uncertainty-founders-entrepreneurs-unpredictable-ebook/dp/B09N74WCSX/ref=sr_1_290?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256845&sprefix=data+analytics%2Caps%2C286&sr=8-290,₹576.65,₹,576,(62% off),Available instantly,https://www.amazon.in/Mastering-Uncertainty-Founders-Entrepreneurs-Unpredictable/dp/B09VCMQRS6/ref=sr_1_290?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256845&sprefix=data+analytics%2Caps%2C286&sr=8-290
https://www.amazon.in/Big-Data-Analytics-Literature-Review/dp/1638062323/ref=sr_1_291?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256845&sprefix=data+analytics%2Caps%2C286&sr=8-291,https://m.media-amazon.com/images/I/5107hX5RDPL._AC_UY218_.jpg,,Get it by,https://www.amazon.in/Big-Data-Analytics-Literature-Review/dp/1638062323/ref=sr_1_291?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256845&sprefix=data+analytics%2Caps%2C286&sr=8-291,,,Big Data Analytics: A Literature Review Paper,by,Pratik Kumar,|,27-Jan-21,,,,Paperback,Only 1 left in stock.,https://www.amazon.in/Big-Data-Analytics-Literature-Review/dp/1638062323/ref=sr_1_291?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256845&sprefix=data+analytics%2Caps%2C286&sr=8-291,https://www.amazon.in/Big-Data-Analytics-Literature-Review/dp/1638062323/ref=sr_1_291?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256845&sprefix=data+analytics%2Caps%2C286&sr=8-291,₹100,₹,100,,,,,"Saturday, 24 June",FREE Delivery by Amazon,,,,,,,,,,,,,,,
https://www.amazon.in/Business-Analytics-SAS-Studio-Visualizations/dp/9391392733/ref=sr_1_292?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256845&sprefix=data+analytics%2Caps%2C286&sr=8-292,https://m.media-amazon.com/images/I/71NVmu+okgL._AC_UY218_.jpg,,Get it by,https://www.amazon.in/Business-Analytics-SAS-Studio-Visualizations/dp/9391392733/ref=sr_1_292?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256845&sprefix=data+analytics%2Caps%2C286&sr=8-292,(11 new offers),https://www.amazon.in/Business-Analytics-SAS-Studio-Visualizations/dp/9391392733/ref=sr_1_292?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256845&sprefix=data+analytics%2Caps%2C286&sr=8-292#customerReviews,"Business Analytics with SAS Studio: Deliver Business Intelligence by Combining SQL Processing, Insightful Visualizations, and Various Data Mining Techniques",by,Rajinder Kr. Chitoria,|,16-Feb-22,javascript:void(0),4.0 out of 5 stars,https://www.amazon.in/gp/offer-listing/9391392733/ref=sr_1_292_olp?keywords=data+analytics+books&crid=3K62HY0HMMON7&sprefix=data+analytics%2Caps%2C286&qid=1687256845&sr=8-292,3,Paperback,https://www.amazon.in/Business-Analytics-SAS-Studio-Visualizations/dp/9391392733/ref=sr_1_292?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256845&sprefix=data+analytics%2Caps%2C286&sr=8-292,https://www.amazon.in/Business-Analytics-SAS-Studio-Visualizations/dp/9391392733/ref=sr_1_292?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256845&sprefix=data+analytics%2Caps%2C286&sr=8-292,₹896,₹,896,M.R.P:,₹999,₹999,(10% off),"Tomorrow, 21 June",FREE Delivery by Amazon,₹839,Only 1 left in stock.,More Buying Choices,https://www.amazon.in/Business-Analytics-SAS-Studio-Visualizations-ebook/dp/B09SPXFNQG/ref=sr_1_292?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256845&sprefix=data+analytics%2Caps%2C286&sr=8-292,.,5,Kindle Edition,,https://www.amazon.in/Business-Analytics-SAS-Studio-Visualizations-ebook/dp/B09SPXFNQG/ref=sr_1_292?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256845&sprefix=data+analytics%2Caps%2C286&sr=8-292,₹816.05,₹,816,(25% off),Available instantly,
https://www.amazon.in/Learn-T-SQL-Scratch-Easy-Follow/dp/9391392415/ref=sr_1_293?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256845&sprefix=data+analytics%2Caps%2C286&sr=8-293,https://m.media-amazon.com/images/I/81AInaMZIuL._AC_UY218_.jpg,,Get it by,https://www.amazon.in/Learn-T-SQL-Scratch-Easy-Follow/dp/9391392415/ref=sr_1_293?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256845&sprefix=data+analytics%2Caps%2C286&sr=8-293,(9 new offers),https://www.amazon.in/Learn-T-SQL-Scratch-Easy-Follow/dp/9391392415/ref=sr_1_293?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256845&sprefix=data+analytics%2Caps%2C286&sr=8-293#customerReviews,"Learn T-SQL From Scratch: An Easy-to-Follow Guide for Designing, Developing, and Deploying Databases in the SQL Server and Writing T-SQL Queries Efficiently",by,Brahmanand Shukla,|,19-Nov-21,javascript:void(0),4.5 out of 5 stars,https://www.amazon.in/gp/offer-listing/9391392415/ref=sr_1_293_olp?keywords=data+analytics+books&crid=3K62HY0HMMON7&sprefix=data+analytics%2Caps%2C286&qid=1687256845&sr=8-293,35,Paperback,https://www.amazon.in/Learn-T-SQL-Scratch-Easy-Follow/dp/9391392415/ref=sr_1_293?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256845&sprefix=data+analytics%2Caps%2C286&sr=8-293,https://www.amazon.in/Learn-T-SQL-Scratch-Easy-Follow/dp/9391392415/ref=sr_1_293?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256845&sprefix=data+analytics%2Caps%2C286&sr=8-293,₹713.45,₹,713,M.R.P:,₹849,₹849,(16% off),"Thursday, 22 June",FREE Delivery by Amazon,₹654,More Buying Choices,Kindle Edition,https://www.amazon.in/Learn-T-SQL-Scratch-Easy-Follow-ebook/dp/B09MB4Q3CD/ref=sr_1_293?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256845&sprefix=data+analytics%2Caps%2C286&sr=8-293,.,45,,,https://www.amazon.in/Learn-T-SQL-Scratch-Easy-Follow-ebook/dp/B09MB4Q3CD/ref=sr_1_293?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256845&sprefix=data+analytics%2Caps%2C286&sr=8-293,₹635.55,₹,635,(11% off),Available instantly,
https://www.amazon.in/gp/most-gifted/books/1318114031/ref=sr_mg_37_1318114031_3,https://m.media-amazon.com/images/I/61MLo+wSIiL._AC_UY218_.jpg,Free with Audible trial,Get it by,https://www.amazon.in/Competing-Age-AI-Leadership-Algorithms/dp/1633697622/ref=sr_1_294?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256845&sprefix=data+analytics%2Caps%2C286&sr=8-294,(21 new offers),https://www.amazon.in/Competing-Age-AI-Leadership-Algorithms/dp/1633697622/ref=sr_1_294?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256845&sprefix=data+analytics%2Caps%2C286&sr=8-294,Competing in the Age of AI: Strategy and Leadership When Algorithms and Networks Run the World,by,Marco Iansiti,and,Karim R. Lakhani,javascript:void(0),4.6 out of 5 stars,https://www.amazon.in/Competing-Age-AI-Leadership-Algorithms/dp/1633697622/ref=sr_1_294?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256845&sprefix=data+analytics%2Caps%2C286&sr=8-294#customerReviews,|,15-Jul-20,https://www.amazon.in/Marco-Iansiti/e/B001K8FTX4?ref=sr_ntt_srch_lnk_294&qid=1687256845&sr=8-294,https://www.amazon.in/Karim-R-Lakhani/e/B08NWBJP4W?ref=sr_ntt_srch_lnk_294&qid=1687256845&sr=8-294,"₹1,003",₹,"1,003",875,"₹1,350","₹1,350",(26% off),"Tomorrow, 21 June",FREE Delivery by Amazon,₹888,Hardcover,M.R.P:,https://www.amazon.in/Competing-Age-AI-Leadership-Algorithms/dp/1633697622/ref=sr_1_294?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256845&sprefix=data+analytics%2Caps%2C286&sr=8-294,.,5,More Buying Choices,Kindle Edition,https://www.amazon.in/Competing-Age-AI-Leadership-Algorithms/dp/1633697622/ref=sr_1_294?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256845&sprefix=data+analytics%2Caps%2C286&sr=8-294,₹949.05,₹,949,(61% off),Available instantly,https://www.amazon.in/Competing-Age-AI-Leadership-Algorithms-ebook/dp/B07MWCTNSD/ref=sr_1_294?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256845&sprefix=data+analytics%2Caps%2C286&sr=8-294
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1ODMzMTc3MDkxNDY1Mzk3OjE2ODcyNTY4NTE6c3BfYXRmX25leHQ6MjAwMjMyNTA4ODYyOTg6OjA6Og&url=%2FFinance-Investment-Germany-Jeremy-Edwards%2Fdp%2F0521566088%2Fref%3Dsr_1_289_sspa%3Fcrid%3D3K62HY0HMMON7%26keywords%3Ddata%2Banalytics%2Bbooks%26qid%3D1687256851%26sprefix%3Ddata%2Banalytics%252Caps%252C286%26sr%3D8-289-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,https://m.media-amazon.com/images/I/61THnHaONfL._AC_UY218_.jpg,Sponsored,Sponsored,https://www.amazon.in/s?k=data+analytics+books&page=10&crid=3K62HY0HMMON7&qid=1687256845&sprefix=data+analytics%2Caps%2C286&ref=sr_pg_9#,Let us know,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1ODMzMTc3MDkxNDY1Mzk3OjE2ODcyNTY4NTE6c3BfYXRmX25leHQ6MjAwMjMyNTA4ODYyOTg6OjA6Og&url=%2FFinance-Investment-Germany-Jeremy-Edwards%2Fdp%2F0521566088%2Fref%3Dsr_1_289_sspa%3Fcrid%3D3K62HY0HMMON7%26keywords%3Ddata%2Banalytics%2Bbooks%26qid%3D1687256851%26sprefix%3Ddata%2Banalytics%252Caps%252C286%26sr%3D8-289-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,"Banks, Finance and Investment in Germany",by,Jeremy Edwards,and,Klaus Fischer,,,,|,26-Jan-96,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1ODMzMTc3MDkxNDY1Mzk3OjE2ODcyNTY4NTE6c3BfYXRmX25leHQ6MjAwMjMyNTA4ODYyOTg6OjA6Og&url=%2FFinance-Investment-Germany-Jeremy-Edwards%2Fdp%2F0521566088%2Fref%3Dsr_1_289_sspa%3Fcrid%3D3K62HY0HMMON7%26keywords%3Ddata%2Banalytics%2Bbooks%26qid%3D1687256851%26sprefix%3Ddata%2Banalytics%252Caps%252C286%26sr%3D8-289-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1ODMzMTc3MDkxNDY1Mzk3OjE2ODcyNTY4NTE6c3BfYXRmX25leHQ6MjAwMjMyNTA4ODYyOTg6OjA6Og&url=%2FFinance-Investment-Germany-Jeremy-Edwards%2Fdp%2F0521566088%2Fref%3Dsr_1_289_sspa%3Fcrid%3D3K62HY0HMMON7%26keywords%3Ddata%2Banalytics%2Bbooks%26qid%3D1687256851%26sprefix%3Ddata%2Banalytics%252Caps%252C286%26sr%3D8-289-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,"₹2,483",₹,"2,483",Paperback,"₹2,614","₹2,614",(5% off),Get it by,"Thursday, 22 June",FREE Delivery by Amazon,M.R.P:,,,,,,,,,,,,,
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1ODMzMTc3MDkxNDY1Mzk3OjE2ODcyNTY4NTE6c3BfYXRmX25leHQ6MjAwMTU3NTcxMTA4MDg6OjA6Og&url=%2FComputer-Architecture-Quantitative-John-Hennessy%2Fdp%2F1558603727%2Fref%3Dsr_1_290_sspa%3Fcrid%3D3K62HY0HMMON7%26keywords%3Ddata%2Banalytics%2Bbooks%26qid%3D1687256851%26sprefix%3Ddata%2Banalytics%252Caps%252C286%26sr%3D8-290-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,https://m.media-amazon.com/images/I/41F7GCTM3JL._AC_UY218_.jpg,Sponsored,Sponsored,https://www.amazon.in/s?k=data+analytics+books&page=10&crid=3K62HY0HMMON7&qid=1687256845&sprefix=data+analytics%2Caps%2C286&ref=sr_pg_9#,Let us know,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1ODMzMTc3MDkxNDY1Mzk3OjE2ODcyNTY4NTE6c3BfYXRmX25leHQ6MjAwMTU3NTcxMTA4MDg6OjA6Og&url=%2FComputer-Architecture-Quantitative-John-Hennessy%2Fdp%2F1558603727%2Fref%3Dsr_1_290_sspa%3Fcrid%3D3K62HY0HMMON7%26keywords%3Ddata%2Banalytics%2Bbooks%26qid%3D1687256851%26sprefix%3Ddata%2Banalytics%252Caps%252C286%26sr%3D8-290-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,Computer Architecture: A Quantitative Approach,by,John L. Hennessy,and,David A. Patterson,javascript:void(0),4.3 out of 5 stars,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1ODMzMTc3MDkxNDY1Mzk3OjE2ODcyNTY4NTE6c3BfYXRmX25leHQ6MjAwMTU3NTcxMTA4MDg6OjA6Og&url=%2FComputer-Architecture-Quantitative-John-Hennessy%2Fdp%2F1558603727%2Fref%3Dsr_1_290_sspa%3Fcrid%3D3K62HY0HMMON7%26keywords%3Ddata%2Banalytics%2Bbooks%26qid%3D1687256851%26sprefix%3Ddata%2Banalytics%252Caps%252C286%26sr%3D8-290-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1#customerReviews,|,1-Aug-98,https://www.amazon.in/John-L-Hennessy/e/B07HGVSXYN?ref=sr_ntt_srch_lnk_290&qid=1687256851&sr=8-290,https://www.amazon.in/David-A-Patterson/e/B000APBUAE?ref=sr_ntt_srch_lnk_290&qid=1687256851&sr=8-290,₹500,₹,500,15,,,,Get it by,"Sunday, 25 June",,Paperback,Only 1 left in stock.,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1ODMzMTc3MDkxNDY1Mzk3OjE2ODcyNTY4NTE6c3BfYXRmX25leHQ6MjAwMTU3NTcxMTA4MDg6OjA6Og&url=%2FComputer-Architecture-Quantitative-John-Hennessy%2Fdp%2F1558603727%2Fref%3Dsr_1_290_sspa%3Fcrid%3D3K62HY0HMMON7%26keywords%3Ddata%2Banalytics%2Bbooks%26qid%3D1687256851%26sprefix%3Ddata%2Banalytics%252Caps%252C286%26sr%3D8-290-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,,,,,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1ODMzMTc3MDkxNDY1Mzk3OjE2ODcyNTY4NTE6c3BfYXRmX25leHQ6MjAwMTU3NTcxMTA4MDg6OjA6Og&url=%2FComputer-Architecture-Quantitative-John-Hennessy%2Fdp%2F1558603727%2Fref%3Dsr_1_290_sspa%3Fcrid%3D3K62HY0HMMON7%26keywords%3Ddata%2Banalytics%2Bbooks%26qid%3D1687256851%26sprefix%3Ddata%2Banalytics%252Caps%252C286%26sr%3D8-290-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,,,,,,
https://www.amazon.in/Business-Intelligence-Data-Mining-Analytics/dp/1631571206/ref=sr_1_291?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256851&sprefix=data+analytics%2Caps%2C286&sr=8-291,https://m.media-amazon.com/images/I/71MucH7J2LL._AC_UY218_.jpg,,Get it by,https://www.amazon.in/Business-Intelligence-Data-Mining-Analytics/dp/1631571206/ref=sr_1_291?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256851&sprefix=data+analytics%2Caps%2C286&sr=8-291,,https://www.amazon.in/Business-Intelligence-Data-Mining-Analytics/dp/1631571206/ref=sr_1_291?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256851&sprefix=data+analytics%2Caps%2C286&sr=8-291#customerReviews,1 022615713 BUSINESS INTELLIGENCE & DATA (Big Data and Business Analytics),by,Anil K. Maheshwari,|,31-Dec-14,javascript:void(0),4.5 out of 5 stars,,Paperback,2,https://www.amazon.in/Business-Intelligence-Data-Mining-Analytics/dp/1631571206/ref=sr_1_291?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256851&sprefix=data+analytics%2Caps%2C286&sr=8-291,https://www.amazon.in/Business-Intelligence-Data-Mining-Analytics/dp/1631571206/ref=sr_1_291?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256851&sprefix=data+analytics%2Caps%2C286&sr=8-291,"₹1,353",₹,"1,353",M.R.P:,"₹1,760","₹1,760",(23% off),"Thursday, 22 June",4% coupon applied at checkout,with coupon,Save 4%,Kindle Edition,https://www.amazon.in/Business-Intelligence-Data-Mining-Analytics-ebook/dp/B00RNFADRA/ref=sr_1_291?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256851&sprefix=data+analytics%2Caps%2C286&sr=8-291,.,5,,,https://www.amazon.in/Business-Intelligence-Data-Mining-Analytics-ebook/dp/B00RNFADRA/ref=sr_1_291?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256851&sprefix=data+analytics%2Caps%2C286&sr=8-291,₹862.05,₹,862,,FREE Delivery by Amazon,
