a-link-normal href,s-image src,a-color-secondary,a-color-base,a-link-normal href 2,a-link-normal,a-link-normal href 3,a-size-medium,a-size-base,a-size-base 2,a-size-base 3,a-size-base 4,a-popover-trigger href,a-icon-alt,a-link-normal href 4,a-size-base 5,a-size-base 6,a-size-base href,a-size-base href 2,a-offscreen,a-price-symbol,a-price-whole,a-size-base 7,a-offscreen 2,a-price,a-row,a-color-base 2,a-color-base 3,a-color-base 4,a-size-base 8,a-size-base 9,a-size-base href 3,a-price-decimal,a-price-fraction,a-size-base 10,a-size-base 11,a-size-base href 4,a-offscreen 3,a-price-symbol 2,a-price-whole 2,a-row 2,a-color-base 5,a-size-base href 5
https://www.amazon.in/Business-Analytics-Analysis-Decision-Making/dp/9353502551/ref=sr_1_33?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256786&sprefix=data+analytics%2Caps%2C286&sr=8-33,https://m.media-amazon.com/images/I/91144yjl9kL._AC_UY218_.jpg,,Get it by,https://www.amazon.in/Business-Analytics-Analysis-Decision-Making/dp/9353502551/ref=sr_1_33?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256786&sprefix=data+analytics%2Caps%2C286&sr=8-33,(17 new offers),https://www.amazon.in/Business-Analytics-Analysis-Decision-Making/dp/9353502551/ref=sr_1_33?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256786&sprefix=data+analytics%2Caps%2C286&sr=8-33#customerReviews,"Business Analytics: Data Analysis & Decision Making, 6E",by,S. Christian Albright,and,Wayne L. Winston,javascript:void(0),4.3 out of 5 stars,https://www.amazon.in/gp/offer-listing/9353502551/ref=sr_1_33_olp?keywords=data+analytics+books&crid=3K62HY0HMMON7&sprefix=data+analytics%2Caps%2C286&qid=1687256786&sr=8-33,|,1-Sep-19,https://www.amazon.in/Business-Analytics-Analysis-Decision-Making/dp/9353502551/ref=sr_1_33?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256786&sprefix=data+analytics%2Caps%2C286&sr=8-33,https://www.amazon.in/Business-Analytics-Analysis-Decision-Making/dp/9353502551/ref=sr_1_33?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256786&sprefix=data+analytics%2Caps%2C286&sr=8-33,₹450,₹,450,58,₹665,₹665,(32% off),"Thursday, 22 June",₹370,,Paperback,M.R.P:,,,,Only 1 left in stock.,More Buying Choices,,,,,,,
https://www.amazon.in/Business-Analytics-Analysis-Decision-MindTap/dp/9355734190/ref=sr_1_34?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256786&sprefix=data+analytics%2Caps%2C286&sr=8-34,https://m.media-amazon.com/images/I/81qrNl-t9GL._AC_UY218_.jpg,,Get it by,https://www.amazon.in/Business-Analytics-Analysis-Decision-MindTap/dp/9355734190/ref=sr_1_34?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256786&sprefix=data+analytics%2Caps%2C286&sr=8-34,,https://www.amazon.in/Business-Analytics-Analysis-Decision-MindTap/dp/9355734190/ref=sr_1_34?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256786&sprefix=data+analytics%2Caps%2C286&sr=8-34#customerReviews,Business Analytics: Data Analysis and Decision Making with MindTap,by,S. Christian Albright/Wayne L. Winston,|,1-Sep-22,javascript:void(0),4.0 out of 5 stars,https://www.amazon.in/gp/goldbox/,1,Paperback,https://www.amazon.in/Business-Analytics-Analysis-Decision-MindTap/dp/9355734190/ref=sr_1_34?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256786&sprefix=data+analytics%2Caps%2C286&sr=8-34,https://www.amazon.in/Business-Analytics-Analysis-Decision-MindTap/dp/9355734190/ref=sr_1_34?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256786&sprefix=data+analytics%2Caps%2C286&sr=8-34,"₹1,026",₹,"1,026",M.R.P:,"₹1,199","₹1,199",(14% off),"Tomorrow, 21 June",FREE Delivery by Amazon,,,,,,,,,,,,,,,
https://www.amazon.in/Learning-Spark-Lightning-Fast-Analytics-Greyscale/dp/9385889052/ref=sr_1_35?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256786&sprefix=data+analytics%2Caps%2C286&sr=8-35,https://m.media-amazon.com/images/I/71UAhvhd5FL._AC_UY218_.jpg,,Get it by,https://www.amazon.in/Learning-Spark-Lightning-Fast-Analytics-Greyscale/dp/9385889052/ref=sr_1_35?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256786&sprefix=data+analytics%2Caps%2C286&sr=8-35,,https://www.amazon.in/Learning-Spark-Lightning-Fast-Analytics-Greyscale/dp/9385889052/ref=sr_1_35?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256786&sprefix=data+analytics%2Caps%2C286&sr=8-35#customerReviews,"Learning Spark: Lightning-Fast Data Analytics, Second Edition (Greyscale Indian Edition)",by,Jules S. Damji,",",Brooke Wenig,javascript:void(0),4.7 out of 5 stars,,", et al.",|,https://www.amazon.in/Jules-S-Damji/e/B08FVHGTR6?ref=sr_ntt_srch_lnk_35&qid=1687256786&sr=8-35,https://www.amazon.in/Learning-Spark-Lightning-Fast-Analytics-Greyscale/dp/9385889052/ref=sr_1_35?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256786&sprefix=data+analytics%2Caps%2C286&sr=8-35,"₹1,550",₹,"1,550",13-Aug-20,"₹1,472.50",,(43% off),"Tomorrow, 21 June",FREE Delivery by Amazon,Available instantly,247,Paperback,https://www.amazon.in/Learning-Spark-Lightning-Fast-Analytics-Greyscale/dp/9385889052/ref=sr_1_35?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256786&sprefix=data+analytics%2Caps%2C286&sr=8-35,.,50,Kindle Edition,,https://www.amazon.in/Learning-Spark-Lightning-Fast-Data-Analytics-ebook/dp/B08F9WVFCT/ref=sr_1_35?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256786&sprefix=data+analytics%2Caps%2C286&sr=8-35,,₹,"1,472","Ages: 10+ years, from publishers",,https://www.amazon.in/Learning-Spark-Lightning-Fast-Data-Analytics-ebook/dp/B08F9WVFCT/ref=sr_1_35?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256786&sprefix=data+analytics%2Caps%2C286&sr=8-35
https://www.amazon.in/Data-Analytics-R-Bharti-Motwani/dp/8126576464/ref=sr_1_36?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256786&sprefix=data+analytics%2Caps%2C286&sr=8-36,https://m.media-amazon.com/images/I/71denps5b4L._AC_UY218_.jpg,,Get it by,https://www.amazon.in/Data-Analytics-R-Bharti-Motwani/dp/8126576464/ref=sr_1_36?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256786&sprefix=data+analytics%2Caps%2C286&sr=8-36,(12 used & new offers),https://www.amazon.in/Data-Analytics-R-Bharti-Motwani/dp/8126576464/ref=sr_1_36?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256786&sprefix=data+analytics%2Caps%2C286&sr=8-36#customerReviews,Data Analytics with R | IM | BS | e,by,Bharti Motwani,|,1-Jan-19,javascript:void(0),4.5 out of 5 stars,https://www.amazon.in/gp/offer-listing/8126576464/ref=sr_1_36_olp?keywords=data+analytics+books&crid=3K62HY0HMMON7&sprefix=data+analytics%2Caps%2C286&qid=1687256786&sr=8-36,81,Paperback,https://www.amazon.in/Data-Analytics-R-Bharti-Motwani/dp/8126576464/ref=sr_1_36?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256786&sprefix=data+analytics%2Caps%2C286&sr=8-36,https://www.amazon.in/Data-Analytics-R-Bharti-Motwani/dp/8126576464/ref=sr_1_36?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256786&sprefix=data+analytics%2Caps%2C286&sr=8-36,₹600,₹,600,M.R.P:,₹900,₹900,(33% off),"Thursday, 22 June",₹249,Available instantly,More Buying Choices,Kindle Edition,https://www.amazon.in/Data-Analytics-Dr-Bharti-Motwani-ebook/dp/B07PSNTNL3/ref=sr_1_36?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256786&sprefix=data+analytics%2Caps%2C286&sr=8-36,,,,,https://www.amazon.in/Data-Analytics-Dr-Bharti-Motwani-ebook/dp/B07PSNTNL3/ref=sr_1_36?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256786&sprefix=data+analytics%2Caps%2C286&sr=8-36,₹480,₹,480,(26% off),,
https://www.amazon.in/Business-Analytics-Science-Driven-Decision/dp/8126568771/ref=sr_1_37?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256786&sprefix=data+analytics%2Caps%2C286&sr=8-37,https://m.media-amazon.com/images/I/51pl9Lji2oL._AC_UY218_.jpg,,,https://www.amazon.in/Business-Analytics-Science-Driven-Decision/dp/8126568771/ref=sr_1_37?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256786&sprefix=data+analytics%2Caps%2C286&sr=8-37,,https://www.amazon.in/Business-Analytics-Science-Driven-Decision/dp/8126568771/ref=sr_1_37?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256786&sprefix=data+analytics%2Caps%2C286&sr=8-37#customerReviews,Business Analytics: The Science of Data - Driven Decision Making,by,U Dinesh Kumar,|,1-Jan-17,javascript:void(0),4.4 out of 5 stars,,550,Paperback,https://www.amazon.in/U-Dinesh-Kumar/e/B09V3F2C67?ref=sr_ntt_srch_lnk_37&qid=1687256786&sr=8-37,https://www.amazon.in/Business-Analytics-Science-Driven-Decision/dp/8126568771/ref=sr_1_37?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256786&sprefix=data+analytics%2Caps%2C286&sr=8-37,,,,,,,,,,,,,,,,,,,,,,,,
https://www.amazon.in/Advanced-Analytics-Excel-2019-Analysis/dp/9389845807/ref=sr_1_38?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256786&sprefix=data+analytics%2Caps%2C286&sr=8-38,https://m.media-amazon.com/images/I/51Kuv2c+vQL._AC_UY218_.jpg,,Get it by,https://www.amazon.in/Advanced-Analytics-Excel-2019-Analysis/dp/9389845807/ref=sr_1_38?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256786&sprefix=data+analytics%2Caps%2C286&sr=8-38,,https://www.amazon.in/Advanced-Analytics-Excel-2019-Analysis/dp/9389845807/ref=sr_1_38?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256786&sprefix=data+analytics%2Caps%2C286&sr=8-38#customerReviews,Advanced Analytics with Excel 2019: Perform Data Analysis Using Excel’s Most Popular Features,by,Manisha Nigam,|,19-Jun-20,javascript:void(0),4.3 out of 5 stars,,22,Paperback,https://www.amazon.in/Manisha-Nigam/e/B07YXRZCLM?ref=sr_ntt_srch_lnk_38&qid=1687256786&sr=8-38,https://www.amazon.in/Advanced-Analytics-Excel-2019-Analysis/dp/9389845807/ref=sr_1_38?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256786&sprefix=data+analytics%2Caps%2C286&sr=8-38,₹539,₹,539,M.R.P:,₹599,₹599,(10% off),"Tomorrow, 21 June",FREE Delivery by Amazon,Available instantly,Kindle Edition,,https://www.amazon.in/Advanced-Analytics-Excel-2019-Analysis/dp/9389845807/ref=sr_1_38?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256786&sprefix=data+analytics%2Caps%2C286&sr=8-38,.,16,,,https://www.amazon.in/Advanced-Analytics-Excel-2019-Analysis-ebook/dp/B08BHSNTV6/ref=sr_1_38?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256786&sprefix=data+analytics%2Caps%2C286&sr=8-38,₹503.16,₹,503,,,https://www.amazon.in/Advanced-Analytics-Excel-2019-Analysis-ebook/dp/B08BHSNTV6/ref=sr_1_38?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256786&sprefix=data+analytics%2Caps%2C286&sr=8-38
https://www.amazon.in/HR-Analytics-Connecting-Data-Theory/dp/9390421551/ref=sr_1_39?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256786&sprefix=data+analytics%2Caps%2C286&sr=8-39,https://m.media-amazon.com/images/I/418IgLjToJL._AC_UY218_.jpg,,Get it by,https://www.amazon.in/HR-Analytics-Connecting-Data-Theory/dp/9390421551/ref=sr_1_39?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256786&sprefix=data+analytics%2Caps%2C286&sr=8-39,(9 new offers),https://www.amazon.in/HR-Analytics-Connecting-Data-Theory/dp/9390421551/ref=sr_1_39?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256786&sprefix=data+analytics%2Caps%2C286&sr=8-39#customerReviews,HR Analytics : Connecting Data and Theory | IM | e,by,Rama Shankar Yadav,and,Sunil Maheshwari,javascript:void(0),4.3 out of 5 stars,https://www.amazon.in/gp/offer-listing/9390421551/ref=sr_1_39_olp?keywords=data+analytics+books&crid=3K62HY0HMMON7&sprefix=data+analytics%2Caps%2C286&qid=1687256786&sr=8-39,|,1-Dec-20,https://www.amazon.in/HR-Analytics-Connecting-Data-Theory/dp/9390421551/ref=sr_1_39?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256786&sprefix=data+analytics%2Caps%2C286&sr=8-39,https://www.amazon.in/HR-Analytics-Connecting-Data-Theory/dp/9390421551/ref=sr_1_39?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256786&sprefix=data+analytics%2Caps%2C286&sr=8-39,₹812.42,₹,812,19,₹829,₹829,(2% off),"Tomorrow, 21 June",FREE Delivery by Amazon,₹764,Paperback,M.R.P:,https://www.amazon.in/HR-Analytics-Connecting-Data-Theory-ebook/dp/B08P5GK3F7/ref=sr_1_39?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256786&sprefix=data+analytics%2Caps%2C286&sr=8-39,.,42,More Buying Choices,Kindle Edition,https://www.amazon.in/HR-Analytics-Connecting-Data-Theory-ebook/dp/B08P5GK3F7/ref=sr_1_39?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256786&sprefix=data+analytics%2Caps%2C286&sr=8-39,₹649.94,₹,649,(12% off),Available instantly,
https://www.amazon.in/MICROSOFT-EXCEL-2019-ANALYSIS-BUSINESS/dp/9389347181/ref=sr_1_40?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256786&sprefix=data+analytics%2Caps%2C286&sr=8-40,https://m.media-amazon.com/images/I/511DcSo+1iL._AC_UY218_.jpg,,Get it by,https://www.amazon.in/MICROSOFT-EXCEL-2019-ANALYSIS-BUSINESS/dp/9389347181/ref=sr_1_40?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256786&sprefix=data+analytics%2Caps%2C286&sr=8-40,(10 used & new offers),https://www.amazon.in/MICROSOFT-EXCEL-2019-ANALYSIS-BUSINESS/dp/9389347181/ref=sr_1_40?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256786&sprefix=data+analytics%2Caps%2C286&sr=8-40#customerReviews,MICROSOFT EXCEL 2019: DATA ANALYSIS&BUSINESS MODEL,by,L. Winston Wayne,|,11-Oct-19,javascript:void(0),4.4 out of 5 stars,https://www.amazon.in/gp/offer-listing/9389347181/ref=sr_1_40_olp?keywords=data+analytics+books&crid=3K62HY0HMMON7&sprefix=data+analytics%2Caps%2C286&qid=1687256786&sr=8-40,236,Paperback,https://www.amazon.in/MICROSOFT-EXCEL-2019-ANALYSIS-BUSINESS/dp/9389347181/ref=sr_1_40?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256786&sprefix=data+analytics%2Caps%2C286&sr=8-40,https://www.amazon.in/MICROSOFT-EXCEL-2019-ANALYSIS-BUSINESS/dp/9389347181/ref=sr_1_40?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256786&sprefix=data+analytics%2Caps%2C286&sr=8-40,₹687.50,₹,687,M.R.P:,₹999,₹999,(31% off),"Thursday, 22 June",₹499,,Only 1 left in stock.,More Buying Choices,,.,50,,,,,,,,,
https://www.amazon.in/gp/bestsellers/books/12365309031/ref=sr_bs_0_12365309031_1,https://m.media-amazon.com/images/I/61KYs5RaWXL._AC_UY218_.jpg,Sponsored,Sponsored,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozOTQ1NjM5Mjk5NDY0NjM5OjE2ODcyNTY4MTU6c3BfYXRmX25leHQ6MjAwNTQ5MzEyOTM2OTg6OjA6Og&url=%2FProblem-Solving-Structures-Algorithms-Using%2Fdp%2F935620280X%2Fref%3Dsr_1_33_sspa%3Fcrid%3D3K62HY0HMMON7%26keywords%3Ddata%2Banalytics%2Bbooks%26qid%3D1687256815%26sprefix%3Ddata%2Banalytics%252Caps%252C286%26sr%3D8-33-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,Let us know,https://www.amazon.in/s?k=data+analytics+books&page=2&crid=3K62HY0HMMON7&qid=1687256786&sprefix=data+analytics%2Caps%2C286&ref=sr_pg_1#,Problem Solving in Data Structures & Algorithms Using C,by,Hemant Jain,|,1-Jan-22,javascript:void(0),4.8 out of 5 stars,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozOTQ1NjM5Mjk5NDY0NjM5OjE2ODcyNTY4MTU6c3BfYXRmX25leHQ6MjAwNTQ5MzEyOTM2OTg6OjA6Og&url=%2FProblem-Solving-Structures-Algorithms-Using%2Fdp%2F935620280X%2Fref%3Dsr_1_33_sspa%3Fcrid%3D3K62HY0HMMON7%26keywords%3Ddata%2Banalytics%2Bbooks%26qid%3D1687256815%26sprefix%3Ddata%2Banalytics%252Caps%252C286%26sr%3D8-33-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,9,Paperback,https://www.amazon.in/Hemant-Jain/e/B06XDCB2KQ?ref=sr_ntt_srch_lnk_33&qid=1687256815&sr=8-33,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozOTQ1NjM5Mjk5NDY0NjM5OjE2ODcyNTY4MTU6c3BfYXRmX25leHQ6MjAwNTQ5MzEyOTM2OTg6OjA6Og&url=%2FProblem-Solving-Structures-Algorithms-Using%2Fdp%2F935620280X%2Fref%3Dsr_1_33_sspa%3Fcrid%3D3K62HY0HMMON7%26keywords%3Ddata%2Banalytics%2Bbooks%26qid%3D1687256815%26sprefix%3Ddata%2Banalytics%252Caps%252C286%26sr%3D8-33-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,₹600,₹,600,M.R.P:,"₹1,500","₹1,500",(60% off),Get it by,"Sunday, 25 June",,,,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozOTQ1NjM5Mjk5NDY0NjM5OjE2ODcyNTY4MTU6c3BfYXRmX25leHQ6MjAwNTQ5MzEyOTM2OTg6OjA6Og&url=%2FProblem-Solving-Structures-Algorithms-Using%2Fdp%2F935620280X%2Fref%3Dsr_1_33_sspa%3Fcrid%3D3K62HY0HMMON7%26keywords%3Ddata%2Banalytics%2Bbooks%26qid%3D1687256815%26sprefix%3Ddata%2Banalytics%252Caps%252C286%26sr%3D8-33-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,,,,,,,,,"Ages: 10+ years, from publishers",,
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozOTQ1NjM5Mjk5NDY0NjM5OjE2ODcyNTY4MTU6c3BfYXRmX25leHQ6MjAwNDAwNjUzMjYyMDY6OjA6Og&url=%2FAnalytics-using-Python-Bharti-Motwani-ebook%2Fdp%2FB08CB5SL3M%2Fref%3Dsr_1_34_sspa%3Fcrid%3D3K62HY0HMMON7%26keywords%3Ddata%2Banalytics%2Bbooks%26qid%3D1687256815%26sprefix%3Ddata%2Banalytics%252Caps%252C286%26sr%3D8-34-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,https://m.media-amazon.com/images/I/71zTHzSnRGL._AC_UY218_.jpg,Sponsored,Sponsored,https://www.amazon.in/s?k=data+analytics+books&page=2&crid=3K62HY0HMMON7&qid=1687256786&sprefix=data+analytics%2Caps%2C286&ref=sr_pg_1#,Let us know,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozOTQ1NjM5Mjk5NDY0NjM5OjE2ODcyNTY4MTU6c3BfYXRmX25leHQ6MjAwNDAwNjUzMjYyMDY6OjA6Og&url=%2FAnalytics-using-Python-Bharti-Motwani-ebook%2Fdp%2FB08CB5SL3M%2Fref%3Dsr_1_34_sspa%3Fcrid%3D3K62HY0HMMON7%26keywords%3Ddata%2Banalytics%2Bbooks%26qid%3D1687256815%26sprefix%3Ddata%2Banalytics%252Caps%252C286%26sr%3D8-34-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,Data Analytics using Python,by,Bharti Motwani,|,7-Mar-20,javascript:void(0),4.4 out of 5 stars,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozOTQ1NjM5Mjk5NDY0NjM5OjE2ODcyNTY4MTU6c3BfYXRmX25leHQ6MjAwNDAwNjUzMjYyMDY6OjA6Og&url=%2FAnalytics-using-Python-Bharti-Motwani-ebook%2Fdp%2FB08CB5SL3M%2Fref%3Dsr_1_34_sspa%3Fcrid%3D3K62HY0HMMON7%26keywords%3Ddata%2Banalytics%2Bbooks%26qid%3D1687256815%26sprefix%3Ddata%2Banalytics%252Caps%252C286%26sr%3D8-34-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1#customerReviews,248,Kindle Edition,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozOTQ1NjM5Mjk5NDY0NjM5OjE2ODcyNTY4MTU6c3BfYXRmX25leHQ6MjAwNDAwNjUzMjYyMDY6OjA6Og&url=%2FAnalytics-using-Python-Bharti-Motwani-ebook%2Fdp%2FB08CB5SL3M%2Fref%3Dsr_1_34_sspa%3Fcrid%3D3K62HY0HMMON7%26keywords%3Ddata%2Banalytics%2Bbooks%26qid%3D1687256815%26sprefix%3Ddata%2Banalytics%252Caps%252C286%26sr%3D8-34-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozOTQ1NjM5Mjk5NDY0NjM5OjE2ODcyNTY4MTU6c3BfYXRmX25leHQ6MjAwNDAwNjUzMjYyMDY6OjA6Og&url=%2FAnalytics-using-Python-Bharti-Motwani-ebook%2Fdp%2FB08CB5SL3M%2Fref%3Dsr_1_34_sspa%3Fcrid%3D3K62HY0HMMON7%26keywords%3Ddata%2Banalytics%2Bbooks%26qid%3D1687256815%26sprefix%3Ddata%2Banalytics%252Caps%252C286%26sr%3D8-34-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,₹548.80,₹,548,,,,(20% off),Available instantly,,,,,,.,80,,,,,,,,,
https://www.amazon.in/MICROSOFT-EXCEL-2019-ANALYSIS-BUSINESS/dp/9389347181/ref=sr_1_35?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256815&sprefix=data+analytics%2Caps%2C286&sr=8-35,https://m.media-amazon.com/images/I/511DcSo+1iL._AC_UY218_.jpg,,Get it by,https://www.amazon.in/MICROSOFT-EXCEL-2019-ANALYSIS-BUSINESS/dp/9389347181/ref=sr_1_35?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256815&sprefix=data+analytics%2Caps%2C286&sr=8-35,(10 used & new offers),https://www.amazon.in/MICROSOFT-EXCEL-2019-ANALYSIS-BUSINESS/dp/9389347181/ref=sr_1_35?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256815&sprefix=data+analytics%2Caps%2C286&sr=8-35#customerReviews,MICROSOFT EXCEL 2019: DATA ANALYSIS&BUSINESS MODEL,by,M.R.P:,L. Winston Wayne,Only 1 left in stock.,javascript:void(0),4.4 out of 5 stars,https://www.amazon.in/gp/offer-listing/9389347181/ref=sr_1_35_olp?keywords=data+analytics+books&crid=3K62HY0HMMON7&sprefix=data+analytics%2Caps%2C286&qid=1687256815&sr=8-35,More Buying Choices,|,,https://www.amazon.in/MICROSOFT-EXCEL-2019-ANALYSIS-BUSINESS/dp/9389347181/ref=sr_1_35?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256815&sprefix=data+analytics%2Caps%2C286&sr=8-35,₹687.50,₹,687,11-Oct-19,₹999,₹999,(31% off),"Thursday, 22 June",₹499,,236,Paperback,https://www.amazon.in/MICROSOFT-EXCEL-2019-ANALYSIS-BUSINESS/dp/9389347181/ref=sr_1_35?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256815&sprefix=data+analytics%2Caps%2C286&sr=8-35,.,50,,,,,,,,,
https://www.amazon.in/Small-Data-Clues-Uncover-Trends/dp/1473630134/ref=sr_1_36?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256815&sprefix=data+analytics%2Caps%2C286&sr=8-36,https://m.media-amazon.com/images/I/71ObGOswCUL._AC_UY218_.jpg,,Get it by,https://www.amazon.in/Small-Data-Clues-Uncover-Trends/dp/1473630134/ref=sr_1_36?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256815&sprefix=data+analytics%2Caps%2C286&sr=8-36,(6 new offers),https://www.amazon.in/Small-Data-Clues-Uncover-Trends/dp/1473630134/ref=sr_1_36?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256815&sprefix=data+analytics%2Caps%2C286&sr=8-36#customerReviews,SMALL DATA: THE TINY CLUES THAT UNCOVER HUGE TRENDS,by,Martin Lindstrom,|,20-Feb-17,javascript:void(0),4.2 out of 5 stars,https://www.amazon.in/gp/offer-listing/1473630134/ref=sr_1_36_olp?keywords=data+analytics+books&crid=3K62HY0HMMON7&sprefix=data+analytics%2Caps%2C286&qid=1687256815&sr=8-36,600,Paperback,https://www.amazon.in/Small-Data-Clues-Uncover-Trends/dp/1473630134/ref=sr_1_36?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256815&sprefix=data+analytics%2Caps%2C286&sr=8-36,https://www.amazon.in/Small-Data-Clues-Uncover-Trends/dp/1473630134/ref=sr_1_36?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256815&sprefix=data+analytics%2Caps%2C286&sr=8-36,₹593,₹,593,M.R.P:,₹699,₹699,(15% off),"Tomorrow, 21 June",₹591.89,Available instantly,More Buying Choices,Kindle Edition,https://www.amazon.in/Small-Data-Clues-Uncover-Trends-ebook/dp/B013UWFMBG/ref=sr_1_36?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256815&sprefix=data+analytics%2Caps%2C286&sr=8-36,.,71,Hardcover,M.R.P:,https://www.amazon.in/Small-Data-Clues-Uncover-Trends-ebook/dp/B013UWFMBG/ref=sr_1_36?crid=3K62HY0HMMON7&keywords=data+analytics+books&qid=1687256815&sprefix=data+analytics%2Caps%2C286&sr=8-36,₹276.71,₹,276,(21% off),FREE Delivery by Amazon,https://www.amazon.in/Martin-Lindstrom/e/B001I9Q6CI?ref=sr_ntt_srch_lnk_36&qid=1687256815&sr=8-36
